CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category
711508608,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue
716669658,Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue
718212633,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver
802673508,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue
708113208,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue
788786208,Existing Customer,46,F,2,College,Married,Unknown,Blue
720043533,Existing Customer,39,M,4,Graduate,Single,$60K - $80K,Blue
801083133,Existing Customer,57,F,4,Uneducated,Single,Less than $40K,Blue
716246733,Existing Customer,57,F,2,College,Single,Less than $40K,Blue
807157833,Existing Customer,56,F,4,Uneducated,Single,Unknown,Blue
721032633,Attrited Customer,55,F,3,Unknown,Single,$40K - $60K,Blue
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue
718890933,Attrited Customer,45,F,4,Doctorate,Married,Less than $40K,Blue
711148308,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue
712810233,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue
714098883,Existing Customer,45,F,1,Graduate,Single,$40K - $60K,Blue
779327733,Existing Customer,43,M,1,Graduate,Divorced,$60K - $80K,Blue
716364408,Existing Customer,59,F,0,Unknown,Married,Less than $40K,Blue
710461083,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Silver
769035933,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue
813182658,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue
781110408,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue
818007783,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue
708862233,Existing Customer,44,F,4,Graduate,Married,$40K - $60K,Blue
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than $40K,Blue
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than $40K,Blue
789392883,Existing Customer,38,F,3,Post-Graduate,Unknown,Less than $40K,Blue
803805483,Existing Customer,46,F,3,College,Married,Unknown,Blue
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than $40K,Blue
710579583,Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue
708949908,Attrited Customer,50,M,1,Graduate,Divorced,$120K +,Blue
711907083,Existing Customer,53,M,1,High School,Unknown,$80K - $120K,Blue
718696458,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue
721511883,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue
720193533,Existing Customer,41,M,3,Unknown,Married,$60K - $80K,Blue
753094533,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue
719545983,Existing Customer,31,F,2,Post-Graduate,Unknown,Unknown,Blue
716494383,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue
769892058,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue
709098108,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue
715705683,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue
715724808,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue
717123858,Existing Customer,36,F,1,Graduate,Married,$40K - $60K,Blue
716236683,Existing Customer,46,F,1,High School,Married,Less than $40K,Blue
771224358,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than $40K,Blue
710595783,Existing Customer,46,F,3,Graduate,Unknown,Unknown,Blue
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than $40K,Blue
721174008,Existing Customer,37,M,2,Uneducated,Married,$120K +,Blue
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than $40K,Blue
709632483,Existing Customer,49,F,2,High School,Single,Less than $40K,Blue
718431258,Existing Customer,41,M,4,High School,Single,$60K - $80K,Blue
817029108,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue
796931508,Attrited Customer,42,M,4,High School,Unknown,$60K - $80K,Blue
769577358,Existing Customer,31,F,0,Graduate,Single,Less than $40K,Blue
815589558,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue
714287583,Attrited Customer,41,F,3,Unknown,Married,Less than $40K,Blue
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than $40K,Blue
715315008,Existing Customer,40,M,4,Post-Graduate,Single,$40K - $60K,Blue
779252283,Existing Customer,47,F,4,High School,Married,Less than $40K,Blue
714031083,Attrited Customer,46,F,3,Graduate,Unknown,Unknown,Blue
772442883,Attrited Customer,51,F,4,Graduate,Married,Unknown,Blue
714533058,Existing Customer,53,F,3,College,Married,Less than $40K,Blue
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,$60K - $80K,Blue
710116833,Attrited Customer,59,F,1,High School,Single,$40K - $60K,Blue
718586133,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue
773322558,Existing Customer,59,F,2,High School,Married,Less than $40K,Blue
714554808,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue
717903108,Existing Customer,57,F,1,College,Single,Unknown,Blue
815908908,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue
771464808,Existing Customer,35,F,2,Graduate,Single,Less than $40K,Blue
708234558,Existing Customer,55,F,2,College,Divorced,Less than $40K,Blue
715737258,Existing Customer,41,F,1,College,Married,Less than $40K,Blue
710188308,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue
708670608,Existing Customer,48,F,5,Uneducated,Married,Unknown,Blue
714839808,Existing Customer,51,F,3,Graduate,Married,Less than $40K,Blue
811140933,Existing Customer,43,F,2,High School,Married,Less than $40K,Blue
788937933,Existing Customer,39,F,3,Graduate,Divorced,Less than $40K,Blue
721527858,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue
718265658,Existing Customer,47,F,4,Uneducated,Single,Less than $40K,Blue
714312708,Existing Customer,44,M,0,High School,Single,$60K - $80K,Blue
715821183,Existing Customer,42,F,4,College,Married,Unknown,Blue
709487058,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Silver
712675158,Existing Customer,56,M,1,Graduate,Single,$60K - $80K,Blue
826473858,Existing Customer,44,M,1,College,Single,$40K - $60K,Blue
817382958,Existing Customer,47,F,3,High School,Single,Less than $40K,Blue
712927383,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue
712894308,Existing Customer,47,M,4,High School,Married,$80K - $120K,Blue
712349808,Existing Customer,44,F,4,College,Single,Unknown,Blue
778780008,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue
711430908,Attrited Customer,45,F,4,Graduate,Married,Less than $40K,Blue
779670783,Existing Customer,40,M,3,Unknown,Single,$80K - $120K,Blue
718757808,Existing Customer,56,F,1,Uneducated,Unknown,$40K - $60K,Blue
779530908,Attrited Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue
716389833,Existing Customer,50,F,1,Unknown,Single,Less than $40K,Blue
718469658,Existing Customer,37,F,2,Uneducated,Married,Unknown,Blue
809849358,Attrited Customer,55,F,2,Graduate,Divorced,Less than $40K,Blue
719772258,Existing Customer,38,M,3,Unknown,Single,$80K - $120K,Blue
809363958,Existing Customer,49,F,3,High School,Married,$40K - $60K,Blue
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue
809846283,Existing Customer,42,F,1,Unknown,Married,Less than $40K,Blue
708427908,Existing Customer,52,F,4,College,Unknown,Less than $40K,Blue
721228308,Attrited Customer,47,F,2,High School,Married,Less than $40K,Blue
713374533,Existing Customer,52,F,1,Unknown,Single,$40K - $60K,Blue
708708858,Attrited Customer,50,F,1,Graduate,Single,Less than $40K,Blue
721111233,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue
708538608,Existing Customer,50,F,4,College,Married,Unknown,Blue
718866633,Existing Customer,46,M,2,College,Married,$80K - $120K,Blue
719100633,Existing Customer,40,M,2,High School,Single,$120K +,Silver
789328083,Attrited Customer,42,F,4,High School,Married,Less than $40K,Blue
822905058,Existing Customer,29,F,2,Graduate,Married,Less than $40K,Blue
816549933,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue
716421633,Attrited Customer,43,F,3,Graduate,Married,Less than $40K,Blue
712667958,Existing Customer,40,M,4,Uneducated,Single,$120K +,Blue
809559933,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue
819979458,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue
708100533,Existing Customer,55,F,3,College,Single,Less than $40K,Blue
778669608,Existing Customer,49,F,4,Unknown,Married,$40K - $60K,Blue
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue
711893358,Existing Customer,46,M,5,High School,Married,$40K - $60K,Blue
785410158,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue
718596858,Existing Customer,53,F,4,Graduate,Divorced,$40K - $60K,Blue
708338958,Existing Customer,58,F,1,Graduate,Single,Less than $40K,Blue
714688833,Existing Customer,47,F,2,High School,Unknown,Less than $40K,Blue
789662283,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue
712805658,Existing Customer,56,F,3,Uneducated,Single,Less than $40K,Blue
815598858,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue
779412783,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue
780036483,Existing Customer,38,M,1,Graduate,Single,Less than $40K,Blue
711527508,Attrited Customer,46,F,3,High School,Married,$40K - $60K,Blue
720768258,Existing Customer,52,F,3,Graduate,Single,Less than $40K,Blue
716023533,Existing Customer,49,F,1,Post-Graduate,Single,Unknown,Blue
714075708,Existing Customer,48,M,4,Uneducated,Divorced,$80K - $120K,Gold
787475433,Existing Customer,36,F,2,Doctorate,Single,Unknown,Blue
787505133,Attrited Customer,36,M,3,College,Married,$120K +,Blue
712241433,Existing Customer,38,F,0,High School,Single,Less than $40K,Blue
807990108,Existing Customer,44,M,1,Uneducated,Divorced,$120K +,Blue
719018208,Attrited Customer,52,F,0,Doctorate,Married,Unknown,Blue
716641983,Existing Customer,55,F,4,College,Single,Unknown,Blue
708989358,Existing Customer,37,F,2,Unknown,Married,Less than $40K,Blue
708807483,Existing Customer,51,F,3,Graduate,Married,$40K - $60K,Blue
715774833,Existing Customer,41,F,2,Doctorate,Unknown,Less than $40K,Blue
714733908,Existing Customer,51,M,2,High School,Married,$60K - $80K,Blue
721067658,Existing Customer,40,M,4,Graduate,Married,$60K - $80K,Silver
788997408,Existing Customer,65,F,2,Doctorate,Single,Less than $40K,Blue
719835033,Existing Customer,46,M,4,College,Married,$80K - $120K,Blue
771854808,Existing Customer,45,M,4,Graduate,Married,$60K - $80K,Blue
717299958,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue
720778458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K,Blue
713019783,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue
770968383,Attrited Customer,41,M,4,Graduate,Married,$80K - $120K,Silver
709747308,Existing Customer,41,M,5,Graduate,Married,$60K - $80K,Blue
801366783,Existing Customer,51,F,1,College,Single,Less than $40K,Blue
798786333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue
771723408,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue
715117008,Existing Customer,39,M,5,Uneducated,Married,$40K - $60K,Blue
713944833,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue
713569158,Attrited Customer,43,F,3,High School,Single,$40K - $60K,Blue
713037333,Existing Customer,63,M,1,Graduate,Single,$80K - $120K,Blue
718267233,Existing Customer,50,M,1,Graduate,Married,$120K +,Silver
709736658,Existing Customer,37,M,4,Uneducated,Married,$40K - $60K,Blue
710929233,Existing Customer,33,F,2,Doctorate,Single,Less than $40K,Blue
714290583,Existing Customer,44,M,4,Post-Graduate,Married,$60K - $80K,Blue
717972408,Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue
718626033,Attrited Customer,47,M,3,High School,Married,$60K - $80K,Blue
720008133,Existing Customer,45,F,4,Graduate,Unknown,Unknown,Blue
710476908,Existing Customer,39,F,3,Graduate,Married,Unknown,Blue
709888383,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue
788864508,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue
714010383,Attrited Customer,47,F,5,Uneducated,Single,Unknown,Blue
719549508,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue
718670808,Existing Customer,59,F,0,College,Married,Less than $40K,Blue
718211208,Existing Customer,39,M,3,High School,Married,$120K +,Blue
712578933,Attrited Customer,35,F,5,High School,Married,$40K - $60K,Blue
709343433,Existing Customer,39,F,2,Graduate,Single,Less than $40K,Blue
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue
719531133,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue
719006508,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue
721287183,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue
711144183,Attrited Customer,55,F,3,Graduate,Married,Unknown,Blue
709080783,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue
710520408,Existing Customer,52,F,4,High School,Single,Unknown,Blue
785262333,Attrited Customer,46,M,5,Uneducated,Unknown,$40K - $60K,Blue
716513358,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue
719073483,Attrited Customer,45,M,3,Uneducated,Married,$80K - $120K,Blue
715372083,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue
780034083,Existing Customer,48,F,3,High School,Married,$40K - $60K,Blue
794581533,Existing Customer,52,M,2,College,Single,$60K - $80K,Blue
710013258,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue
719084358,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue
789173958,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue
789575583,Existing Customer,43,F,2,Uneducated,Unknown,Unknown,Blue
712434708,Attrited Customer,52,F,3,High School,Married,Less than $40K,Blue
808675083,Existing Customer,61,M,1,Graduate,Single,Unknown,Blue
710864358,Existing Customer,51,F,2,Doctorate,Married,Unknown,Blue
712574583,Existing Customer,34,F,1,Graduate,Single,Unknown,Blue
708412758,Attrited Customer,33,F,3,Graduate,Single,Less than $40K,Blue
714389058,Existing Customer,38,F,3,Unknown,Married,$40K - $60K,Blue
715767033,Existing Customer,56,F,3,College,Single,Unknown,Blue
779281233,Existing Customer,45,F,3,Graduate,Single,Unknown,Blue
717147708,Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue
715029333,Existing Customer,52,F,2,Unknown,Divorced,Less than $40K,Blue
806989008,Existing Customer,30,F,0,High School,Single,Unknown,Blue
713158083,Attrited Customer,56,M,2,High School,Single,$120K +,Blue
771037008,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue
710587458,Existing Customer,34,M,2,High School,Unknown,$80K - $120K,Blue
710563458,Existing Customer,43,F,1,Graduate,Divorced,Unknown,Blue
720010608,Attrited Customer,37,M,2,Unknown,Single,$40K - $60K,Blue
710343783,Existing Customer,37,F,5,Unknown,Married,Less than $40K,Blue
772578858,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue
711939558,Attrited Customer,37,F,2,Unknown,Single,Less than $40K,Blue
772143333,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue
711067383,Existing Customer,53,M,1,Unknown,Single,$120K +,Blue
817041408,Existing Customer,56,F,3,High School,Married,Unknown,Blue
771942333,Existing Customer,65,M,1,College,Single,Less than $40K,Blue
755247108,Existing Customer,50,F,2,Doctorate,Single,Less than $40K,Blue
715710708,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue
713858733,Existing Customer,61,F,0,Post-Graduate,Married,$40K - $60K,Blue
717129333,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue
716924958,Attrited Customer,65,F,2,Graduate,Single,Less than $40K,Blue
719614758,Existing Customer,45,F,4,Graduate,Single,$40K - $60K,Blue
721537683,Existing Customer,50,F,3,Post-Graduate,Married,Unknown,Blue
771500358,Existing Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue
711531858,Attrited Customer,48,F,4,Unknown,Married,Less than $40K,Blue
715060158,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue
779725833,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue
716592558,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue
771020133,Existing Customer,45,F,5,Uneducated,Single,Less than $40K,Blue
709153008,Existing Customer,37,M,3,High School,Married,$40K - $60K,Blue
713394858,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue
721175283,Existing Customer,59,F,1,Graduate,Married,Less than $40K,Blue
715503558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue
819943458,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue
717094758,Existing Customer,40,F,4,Post-Graduate,Married,Unknown,Blue
772073508,Attrited Customer,52,F,1,College,Single,Less than $40K,Blue
721351983,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue
714477408,Attrited Customer,36,F,3,High School,Married,Less than $40K,Blue
718471758,Existing Customer,49,M,4,Doctorate,Single,$60K - $80K,Silver
711607833,Existing Customer,43,M,5,High School,Married,$60K - $80K,Blue
708621408,Existing Customer,39,F,1,Unknown,Single,Less than $40K,Blue
719277033,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue
813905508,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue
719761458,Existing Customer,55,M,4,Post-Graduate,Single,$60K - $80K,Blue
708222558,Existing Customer,37,F,2,Post-Graduate,Married,Less than $40K,Blue
713937558,Existing Customer,54,F,2,High School,Married,$40K - $60K,Blue
709603608,Existing Customer,34,M,3,Uneducated,Married,$60K - $80K,Blue
804661083,Existing Customer,50,M,0,Graduate,Single,$80K - $120K,Blue
720977358,Existing Customer,50,F,2,Unknown,Single,Less than $40K,Blue
718420308,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue
714046608,Existing Customer,49,M,0,Doctorate,Married,$60K - $80K,Blue
718048608,Existing Customer,41,F,3,Graduate,Married,Unknown,Blue
718497033,Existing Customer,52,M,1,High School,Married,$120K +,Blue
711801933,Attrited Customer,54,F,4,High School,Single,$40K - $60K,Blue
716282208,Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue
789076083,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue
714045783,Attrited Customer,37,F,2,Graduate,Married,$40K - $60K,Blue
769720683,Existing Customer,50,F,1,Graduate,Married,Unknown,Blue
721092783,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue
720243933,Attrited Customer,47,M,2,Uneducated,Married,$60K - $80K,Blue
818502708,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue
712942308,Existing Customer,42,M,3,Doctorate,Single,$60K - $80K,Blue
714262533,Existing Customer,28,F,0,Unknown,Married,Unknown,Blue
714708183,Existing Customer,58,M,2,High School,Single,$60K - $80K,Silver
718285308,Existing Customer,44,F,1,Unknown,Single,Less than $40K,Blue
720595083,Existing Customer,40,F,3,Unknown,Married,Less than $40K,Blue
787501758,Existing Customer,51,F,3,High School,Single,Less than $40K,Blue
714990633,Existing Customer,56,M,4,Graduate,Single,$80K - $120K,Blue
714652383,Existing Customer,51,F,4,Graduate,Married,Less than $40K,Blue
788776008,Existing Customer,43,M,3,College,Married,$80K - $120K,Blue
709176108,Existing Customer,56,F,4,Post-Graduate,Unknown,Less than $40K,Blue
719354433,Existing Customer,48,M,1,College,Single,$80K - $120K,Silver
709368483,Existing Customer,56,M,2,Graduate,Married,$40K - $60K,Blue
717621333,Existing Customer,48,F,3,Unknown,Divorced,Less than $40K,Blue
716272158,Attrited Customer,41,F,3,College,Married,$40K - $60K,Blue
803355408,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue
717073308,Existing Customer,44,F,3,College,Married,Less than $40K,Blue
789105183,Existing Customer,54,M,3,Post-Graduate,Single,$80K - $120K,Silver
721305408,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue
715739733,Existing Customer,34,M,1,High School,Single,$40K - $60K,Blue
779217333,Existing Customer,59,F,0,Graduate,Divorced,Less than $40K,Blue
712133508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue
714602658,Attrited Customer,39,F,1,Graduate,Married,Less than $40K,Blue
712446783,Attrited Customer,50,F,4,Graduate,Married,Less than $40K,Blue
720049083,Attrited Customer,35,F,1,Unknown,Divorced,Unknown,Blue
824172258,Existing Customer,34,F,2,Unknown,Divorced,Less than $40K,Blue
717695058,Existing Customer,46,F,5,High School,Married,Unknown,Blue
719782458,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue
718141983,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue
718853358,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue
772539558,Existing Customer,65,F,0,College,Single,Less than $40K,Blue
817094283,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue
716932308,Existing Customer,38,F,2,College,Married,Unknown,Blue
714738858,Existing Customer,52,F,1,Graduate,Unknown,Less than $40K,Blue
772409733,Existing Customer,39,F,3,High School,Divorced,$40K - $60K,Blue
717534108,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue
816378033,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold
790141308,Existing Customer,44,M,2,College,Married,$80K - $120K,Blue
710770383,Existing Customer,53,F,2,Graduate,Married,$40K - $60K,Blue
711351108,Existing Customer,44,F,3,High School,Unknown,Less than $40K,Blue
713744058,Existing Customer,41,F,3,High School,Married,Less than $40K,Blue
708998583,Existing Customer,47,F,4,Post-Graduate,Married,Less than $40K,Blue
827451333,Attrited Customer,54,F,2,Uneducated,Married,Less than $40K,Blue
714228558,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue
797668983,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue
713023158,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue
709982658,Existing Customer,41,F,2,College,Married,Less than $40K,Blue
715398858,Existing Customer,57,F,3,Post-Graduate,Married,Less than $40K,Blue
715615233,Existing Customer,60,F,1,High School,Divorced,Less than $40K,Blue
710650608,Existing Customer,51,M,2,Graduate,Married,$80K - $120K,Blue
803214108,Existing Customer,33,F,0,High School,Single,Unknown,Blue
717202083,Attrited Customer,46,M,2,Unknown,Single,$80K - $120K,Blue
719051733,Existing Customer,63,M,0,College,Single,$60K - $80K,Blue
789900633,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue
789122808,Attrited Customer,41,F,4,College,Married,$40K - $60K,Blue
709902108,Existing Customer,51,M,2,High School,Married,$80K - $120K,Blue
713666058,Existing Customer,46,F,5,College,Divorced,$40K - $60K,Blue
711453783,Existing Customer,41,F,3,Unknown,Single,Less than $40K,Blue
778936008,Existing Customer,46,F,4,High School,Married,Unknown,Blue
708085458,Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue
749067633,Existing Customer,45,F,2,Unknown,Married,Less than $40K,Blue
716170308,Existing Customer,27,F,0,Graduate,Divorced,Unknown,Blue
711507783,Attrited Customer,54,F,2,Doctorate,Single,Less than $40K,Blue
819752133,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue
711061908,Existing Customer,48,F,1,Graduate,Married,Less than $40K,Blue
744231708,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue
716856408,Attrited Customer,39,F,4,Graduate,Single,Less than $40K,Blue
711780108,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue
715178733,Existing Customer,47,F,2,Unknown,Single,Less than $40K,Blue
721418133,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue
720124758,Attrited Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue
809068983,Existing Customer,40,F,2,Graduate,Married,Less than $40K,Blue
711052308,Existing Customer,45,M,3,Post-Graduate,Divorced,$60K - $80K,Blue
718967433,Existing Customer,34,F,2,High School,Divorced,Less than $40K,Blue
709827933,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue
787568433,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue
720256158,Existing Customer,47,F,2,High School,Married,Unknown,Blue
715435758,Existing Customer,42,M,2,Graduate,Single,$80K - $120K,Blue
719505483,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue
721247883,Existing Customer,52,M,2,College,Married,$80K - $120K,Blue
772220433,Existing Customer,44,M,3,College,Unknown,$60K - $80K,Blue
789692283,Existing Customer,47,F,5,College,Single,Less than $40K,Blue
815091333,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue
778732158,Existing Customer,50,F,3,Uneducated,Unknown,Unknown,Blue
715129233,Existing Customer,51,F,4,High School,Single,Less than $40K,Blue
714083208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue
716559108,Existing Customer,47,F,1,High School,Single,Less than $40K,Blue
715102308,Existing Customer,50,F,2,Unknown,Married,$40K - $60K,Blue
768814983,Existing Customer,39,F,2,Unknown,Married,Less than $40K,Blue
788744058,Existing Customer,48,F,2,High School,Married,Unknown,Blue
782802033,Attrited Customer,45,F,4,Unknown,Married,Less than $40K,Blue
708499608,Existing Customer,49,M,5,Post-Graduate,Single,$40K - $60K,Silver
794947683,Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue
716442333,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue
772189308,Existing Customer,59,F,1,College,Single,Less than $40K,Blue
721529583,Existing Customer,52,M,3,High School,Single,$80K - $120K,Blue
713578608,Existing Customer,58,M,0,Doctorate,Single,Less than $40K,Blue
718976283,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue
711505308,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue
711131958,Existing Customer,50,F,3,Doctorate,Single,$40K - $60K,Blue
714687858,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue
780289308,Attrited Customer,61,F,0,High School,Married,Less than $40K,Blue
708504783,Existing Customer,47,M,3,Uneducated,Unknown,$40K - $60K,Blue
778857108,Existing Customer,52,F,3,Post-Graduate,Married,$40K - $60K,Blue
756598833,Existing Customer,38,M,1,Uneducated,Married,Less than $40K,Blue
718748133,Existing Customer,34,F,3,Graduate,Single,Unknown,Blue
714503433,Attrited Customer,57,F,2,Doctorate,Married,Less than $40K,Blue
710869008,Existing Customer,47,F,3,Graduate,Single,Unknown,Blue
779643858,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue
715250583,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue
714396558,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue
752766783,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue
715532208,Existing Customer,65,F,1,High School,Single,Less than $40K,Blue
719130558,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue
806232408,Existing Customer,54,F,3,Graduate,Married,Unknown,Blue
715497558,Attrited Customer,44,F,1,College,Married,Less than $40K,Blue
716303583,Existing Customer,55,F,2,Graduate,Unknown,Less than $40K,Blue
713522058,Existing Customer,39,F,0,College,Married,Less than $40K,Blue
719074308,Existing Customer,37,F,3,College,Married,Less than $40K,Blue
